personId,firstName,lastName,birthDate,school,country,heightInches,bodyWeightLbs,jersey,guard,forward,center,dleagueFlag,nbaFlag,gamesPlayedFlag,draftYear,draftRound,draftNumber,fromYear,toYear
77139,David,Johnson,1921-12-06,Huntington,USA,71,170,5,1,0,0,0,1,1,-1,-1,-1,1949,1952
1746,DeMarco,Johnson,1975-10-06,North Carolina-Charlotte,USA,81,245,,0,1,0,0,1,1,1998,2,38,1999,1999
77141,Dennis,Johnson,1954-09-18,Pepperdine,USA,76,185,3,1,0,0,0,1,1,1976,2,29,1976,1989
2035,DerMarr,Johnson,1980-05-05,Cincinnati,USA,81,210,1,1,1,0,1,1,1,2000,1,6,2000,2007
698,Eddie,Johnson,1959-05-01,Illinois,USA,79,215,,0,1,0,0,1,1,1981,2,29,1981,1998
77144,Eddie,Johnson,1955-02-24,Auburn,USA,74,180,15,1,0,0,0,1,1,1977,3,49,1977,1986
77145,Eric,Johnson,1966-02-07,Nebraska,USA,74,205,15,1,0,0,0,1,1,-1,-1,-1,1989,1989
911,Ervin,Johnson,1967-12-21,New Orleans,USA,83,245,40,0,0,1,0,1,1,1993,1,23,1993,2005
77146,Frank,Johnson,1958-11-23,Wake Forest,USA,75,185,3,1,0,0,0,1,1,1981,1,11,1981,1993
77147,George,Johnson,1947-06-19,Stephen F. Austin,USA,83,245,6,0,0,1,0,1,1,1970,1,9,1970,1973
77148,George,Johnson,1956-12-08,St. John's (NY),USA,79,210,,0,1,0,0,1,1,1978,1,12,1978,1985
77149,George,Johnson,1948-12-18,Dillard,USA,83,205,,0,0,1,0,1,1,1970,5,79,1972,1985
204080,Geron,Johnson,,,,,,,0,0,0,,,,,,,,
77150,Gus,Johnson,1935-12-13,Idaho,USA,78,230,25,0,1,0,0,1,1,1963,2,10,1963,1972
77151,Harold,Johnson,1920-01-20,Indiana State,USA,78,240,,0,0,1,0,1,1,-1,-1,-1,1946,1946
201274,Ivan,Johnson,1984-04-10,California State-San Bernardino,USA,80,255,44,0,1,0,1,1,1,-1,-1,-1,2011,2012
202707,JaJuan,Johnson,1989-02-08,Purdue,USA,82,221,12,0,1,0,1,1,1,2011,1,27,2011,2011
1630552,Jalen,Johnson,2001-12-18,Duke,USA,80,219,1,0,1,0,1,1,1,2021,1,20,2021,
201949,James,Johnson,1987-02-20,Wake Forest,USA,79,240,16,0,1,0,1,1,1,2009,1,16,2009,2024
204189,Jaron,Johnson,,,,,,,0,0,0,,,,,,,,
1641881,Javan,Johnson,1999-01-05,DePaul,USA,,,,0,0,0,1,0,1,-1,-1,-1,,
1628575,Jaylen,Johnson,,,,,,,0,0,0,,,,,,,,
2207,Joe,Johnson,1981-06-29,Arkansas,USA,79,240,,1,1,0,0,1,1,2001,1,10,2001,2021
77152,John,Johnson,1947-10-18,Iowa,USA,79,200,27,0,1,0,0,1,1,1970,1,7,1970,1981
77153,Kannard,Johnson,1965-06-24,Western Kentucky,USA,81,220,33,0,1,0,0,1,1,1987,2,41,1987,1987
1629640,Keldon,Johnson,1999-10-11,Kentucky,USA,78,220,3,1,1,0,1,1,1,2019,1,29,2019,
2256,Ken,Johnson,1978-02-01,Ohio State,USA,82,240,54,0,1,1,1,1,1,2001,2,48,2002,2002
77154,Ken,Johnson,1962-11-07,Michigan State,USA,80,240,00,0,1,0,0,1,1,1985,2,28,1985,1985
1630553,Keon,Johnson,2002-03-10,Tennessee,USA,77,185,45,1,0,0,1,1,1,2021,1,21,2021,2024
1642352,Keshad,Johnson,2001-06-23,Arizona,USA,78,225,16,0,1,0,1,1,1,-1,-1,-1,2024,
134,Kevin,Johnson,1966-03-04,California,USA,73,190,7,1,0,0,0,1,1,1987,1,7,1987,1999
1641749,Keyontae,Johnson,2000-05-24,Kansas State,USA,76,230,18,0,1,0,1,1,1,2023,2,50,2023,2023
77156,Larry,Johnson,1954-11-28,Kentucky,USA,75,205,10,1,0,0,0,1,1,1977,2,24,1977,1977
913,Larry,Johnson,1969-03-14,UNLV,USA,79,235,2,0,1,0,0,1,1,1991,1,1,1991,2000
77158,Lee,Johnson,1957-06-16,Texas A&M-Commerce,USA,83,205,,0,1,0,0,1,1,1979,1,17,1980,1980
2669,Linton,Johnson,1980-06-13,Tulane,USA,80,205,54,0,1,0,0,1,1,-1,-1,-1,2003,2008
77159,Lynbert,Johnson,1957-09-07,Wichita State,USA,77,195,21,0,1,0,0,1,1,1979,3,54,1979,1979
77142,Magic,Johnson,1959-08-14,Michigan State,USA,81,220,32,1,1,0,0,1,1,1979,1,1,1979,1995
77160,Marques,Johnson,1956-02-08,UCLA,USA,79,218,8,0,1,0,0,1,1,1977,1,3,1977,1989
77168,Mickey,Johnson,1952-08-31,Aurora,USA,82,190,43,0,1,0,0,1,1,1974,4,56,1974,1985
2808,Nate,Johnson,,,,,,,0,0,0,,,,,,,,
77161,Neil,Johnson,1943-04-17,Creighton,USA,79,220,11,0,1,0,0,1,1,1966,2,15,1966,1969
203910,Nick,Johnson,1992-12-22,Arizona,USA,75,202,3,1,0,0,1,1,1,2014,2,42,2014,2014
77162,Ollie,Johnson,1949-05-11,Temple,USA,78,200,18,0,1,0,0,1,1,1972,2,30,1972,1981
204179,Omari,Johnson,1989-05-26,Oregon State,Jamaica,81,220,,0,1,0,1,1,1,-1,-1,-1,2017,2017
203111,Orlando,Johnson,1989-03-11,Cal-Santa Barbara,USA,77,220,,1,0,0,1,1,1,2012,2,36,2012,2015
77163,Reggie,Johnson,1957-06-25,Tennessee,USA,81,205,33,0,1,0,0,1,1,1980,1,15,1980,1983
77164,Rich,Johnson,1946-12-18,Grambling,USA,79,210,26,0,0,1,0,1,1,1968,4,46,1968,1970
77165,Ron,Johnson,1938-07-20,Minnesota,USA,80,215,52,0,1,0,0,1,1,1960,2,12,1960,1960
1626169,Stanley,Johnson,1996-05-29,Arizona,USA,78,242,,1,1,0,1,1,1,2015,1,8,2015,2022
77166,Steffond,Johnson,1962-11-04,San Diego State,USA,80,240,31,0,1,0,0,1,1,1986,5,100,1986,1986
77134,Steve,Johnson,1957-11-03,Oregon State,USA,82,235,33,0,0,1,0,1,1,1981,1,7,1981,1990
1642848,Tre,Johnson,2006-03-07,Texas,USA,77,190,12,1,0,0,0,1,1,2025,1,6,2025,
201234,Trey,Johnson,1984-08-30,Jackson State,USA,77,215,,1,0,0,1,1,1,-1,-1,-1,2008,2011
204020,Tyler,Johnson,1992-05-07,Fresno State,USA,75,186,,1,0,0,1,1,1,-1,-1,-1,2014,2021
202792,Tyren,Johnson,,,,,,,0,0,0,,,,,,,,
77167,Vinnie,Johnson,1956-09-01,Baylor,USA,74,200,15,1,0,0,0,1,1,1979,1,7,1979,1991
202325,Wesley,Johnson,1987-07-11,Syracuse,USA,79,215,4,1,1,0,0,1,1,2010,1,4,2010,2018
203130,Darius,Johnson-Odom,1989-09-28,Marquette,USA,74,215,,1,0,0,1,1,1,2012,2,55,2012,2013
77170,Nate,Johnston,1966-12-18,Tampa,USA,80,210,33,0,0,1,0,1,1,1988,3,59,1989,1989
77169,Neil,Johnston,1929-02-04,Ohio State,USA,80,210,6,0,0,1,0,1,1,-1,-1,-1,1951,1958
77171,Jim,Johnstone,1960-09-20,Wake Forest,USA,83,245,34,0,0,1,0,1,1,1982,3,51,1982,1982
1628514,Peter,Jok,,,,,,,0,0,0,,,,,,,,
203999,Nikola,Jokic,1995-02-19,Mega Basket,Serbia,83,284,15,0,0,1,0,1,1,2014,2,41,2015,
77172,Howie,Jolliff,1938-07-20,Ohio,USA,79,218,54,0,1,0,0,1,1,1960,7,50,1960,1962
2264,Alvin,Jones,1978-09-09,Georgia Tech,USA,83,265,42,0,0,1,0,1,1,2001,2,56,2001,2002
77173,Anthony,Jones,1962-09-13,UNLV,USA,78,195,21,1,0,0,0,1,1,1986,1,21,1986,1989
77174,Askia,Jones,1971-12-03,Kansas State,USA,77,200,2,0,1,0,0,1,1,-1,-1,-1,1994,1994
77180,Bill,Jones,1966-03-18,Iowa,USA,79,175,20,0,1,0,0,1,1,1968,7,90,1988,1988
200784,Bobby,Jones,1984-01-09,Washington,USA,79,215,11,0,1,0,1,1,1,2006,2,37,2006,2007
77193,Bobby,Jones,1951-12-18,North Carolina,USA,81,210,24,0,1,0,0,1,1,1974,1,5,1976,1985
77175,Caldwell,Jones,1950-08-04,Albany State (GA),USA,83,217,27,0,0,1,0,1,1,1973,2,32,1976,1989
202841,Cameron,Jones,,,,,,,0,0,0,,,,,,,,
1630637,Carlik,Jones,1997-12-23,Louisville,USA,72,174,22,1,0,0,1,1,1,-1,-1,-1,2021,2022
279,Charles,Jones,1957-04-03,Albany State (GA),USA,81,215,27,0,1,1,0,1,1,1979,8,165,1983,1997
77178,Charles,Jones,1962-01-12,Louisville,USA,80,215,,0,1,0,0,1,1,1984,2,36,1984,1988
1869,Charles R.,Jones,1975-07-17,Long Island-Brooklyn,USA,75,180,2,1,0,0,0,1,1,-1,-1,-1,1998,1999
1641732,Colby,Jones,2002-05-28,Xavier,USA,78,207,,1,0,0,1,1,1,2023,2,34,2023,
1642938,Curtis,Jones,2001-10-04,Iowa State,USA,75,195,1,1,0,0,1,1,1,-1,-1,-1,2025,
2563,Dahntay,Jones,1980-12-27,Duke,USA,78,225,30,1,1,0,1,1,1,2003,1,20,2003,2016
1627745,Damian,Jones,1995-06-30,Vanderbilt,USA,82,245,30,0,0,1,1,1,1,2016,1,30,2016,2023
1800,Damon,Jones,1976-08-25,Houston,USA,75,195,19,1,0,0,1,1,1,-1,-1,-1,1998,2008
203199,DeQuan,Jones,1990-06-20,Miami,USA,80,221,20,0,1,0,1,1,1,-1,-1,-1,2012,2012
1641794,Dillon,Jones,2001-10-29,Weber State,USA,77,235,33,0,1,0,1,1,1,2024,1,26,2024,
202346,Dominique,Jones,1988-10-15,South Florida,USA,77,215,,1,0,0,1,1,1,2010,1,25,2010,2012
963,Dontae',Jones,1975-06-02,Mississippi State,USA,80,220,13,0,1,0,0,1,1,1996,1,21,1997,1997
101204,Dwayne,Jones,1983-06-09,St. Joseph's (PA),USA,83,248,,0,1,1,,,,-1,-1,-1,2005,2012
77182,Dwight,Jones,1952-02-27,Houston,USA,82,210,13,0,1,0,0,1,1,1973,1,9,1973,1982
77183,Earl,Jones,1961-01-13,District of Columbia,USA,84,210,31,0,0,1,0,1,1,1984,1,23,1984,1985
224,Eddie,Jones,1971-10-20,Temple,USA,78,200,6,1,1,0,0,1,1,1994,1,10,1994,2007
77184,Edgar,Jones,1956-06-17,Nevada,USA,82,225,44,0,1,0,0,1,1,1979,2,31,1980,1985
2410,Fred,Jones,1979-03-11,Oregon,USA,74,225,2,1,0,0,0,1,1,2002,1,14,2002,2008
1630529,Herbert,Jones,1998-10-06,Alabama,USA,79,206,2,0,1,0,0,1,1,2021,2,35,2021,
1642403,Isaac,Jones,2000-07-11,Washington State,USA,80,245,3,0,1,0,1,1,1,-1,-1,-1,2024,
77185,Jake,Jones,1949-05-09,Assumption,USA,75,180,12,1,0,0,0,1,1,1971,6,97,1971,1971
1627883,Jalen,Jones,1993-05-27,Texas A&M,USA,79,220,,0,1,0,1,1,1,2016,,,2017,2018
2592,James,Jones,1980-10-04,Miami,USA,80,218,1,1,1,0,0,1,1,2003,2,49,2003,2016
1629203,Jemerrio,Jones,1995-04-09,New Mexico State,USA,77,175,,0,1,0,1,1,1,2018,,,2018,2021
77186,Jimmy,Jones,1945-01-01,Grambling,USA,76,188,15,1,0,0,0,1,1,1967,2,13,1974,1976
77187,Johnny,Jones,1943-03-12,California State-Los Angeles,USA,79,205,27,0,1,0,0,1,1,-1,-1,-1,1967,1967
1908,Jumaine,Jones,1979-02-10,Georgia,USA,80,230,20,0,1,0,0,1,1,1999,1,27,1999,2006
77188,K.C.,Jones,1932-05-25,San Francisco,USA,73,200,25,1,0,0,0,1,1,1956,2,,1958,1966
1630539,Kai,Jones,2001-01-19,Texas,Bahamas,83,221,23,0,1,1,1,1,1,2021,1,19,2021,2024
1642880,Kam,Jones,2002-02-25,Marquette,USA,76,200,7,1,0,0,1,1,1,2025,2,38,2025,
203158,Kevin,Jones,1989-08-25,West Virginia,USA,80,260,5,0,1,0,1,1,1,-1,-1,-1,2012,2012
77200,Larry,Jones,1942-09-22,Toledo,USA,74,180,22,1,0,0,0,1,1,1964,3,20,1964,1973
1626272,Lazeric,Jones,,,,,,,0,0,0,,,,,,,,
77189,Major,Jones,1953-07-09,Albany State (GA),USA,81,225,35,0,1,0,0,1,1,1976,2,20,1979,1984
2891,Mark,Jones,1975-05-25,St. Bonaventure,USA,78,215,7,1,0,0,1,1,1,1983,4,82,1983,2004
90000,Mark,Jones,1961-04-10,St. Bonaventure,USA,,,,0,0,0,0,1,1,1983,4,82,1983,1983
1630222,Mason,Jones,1998-07-21,Arkansas,USA,76,200,15,1,0,0,1,1,1,-1,-1,-1,2020,2024
1628512,Matt,Jones,,,,,,,0,0,0,,,,,,,,
77195,Nick,Jones,1945-03-28,Oregon,USA,74,190,15,1,0,0,0,1,1,1967,3,31,1967,1971
77191,Ozell,Jones,1960-11-20,California State-Fullerton,USA,83,235,20,0,0,1,0,1,1,1984,4,90,1984,1985
461,Popeye,Jones,1970-06-17,Murray State,USA,80,265,54,0,1,0,0,1,1,1992,2,41,1993,2003
77192,Rich,Jones,1946-12-27,Memphis,USA,80,220,33,0,1,0,0,1,1,1969,5,58,1976,1976
77194,Robin,Jones,1954-02-02,St. Louis,USA,81,225,34,0,0,1,0,1,1,-1,-1,-1,1976,1977
77196,Sam,Jones,1933-06-24,North Carolina Central,USA,76,198,24,1,0,0,0,1,1,1957,1,8,1957,1968
204053,Shawn,Jones,,,,,,,0,0,0,,,,,,,,
2652,Shelton,Jones,1966-04-06,St. John's (NY),USA,80,210,31,0,1,0,0,1,1,1988,2,27,1988,1988
200780,Solomon,Jones,1984-07-16,South Florida,USA,82,235,,0,1,0,1,1,1,2006,2,33,2006,2013
1642461,Spencer,Jones,2001-06-14,Stanford,USA,79,225,21,0,1,0,1,1,1,-1,-1,-1,2024,
77197,Steve,Jones,1942-10-17,Oregon,USA,77,205,23,1,0,0,0,1,1,-1,-1,-1,1975,1975
196294138,Terrence,Jones,,,,,,,0,0,0,,,,,,,,
203093,Terrence,Jones,1992-01-09,Kentucky,USA,81,252,,0,1,0,1,1,1,2012,1,18,2012,2018
1641856,Tevian,Jones,2000-06-29,Southern Utah,USA,,,,0,0,0,1,0,1,-1,-1,-1,,
1630200,Tre,Jones,2000-01-08,Duke,USA,73,190,30,1,0,0,1,1,1,2020,2,41,2020,
1626145,Tyus,Jones,1996-05-10,Duke,USA,72,196,5,1,0,0,1,1,1,2015,1,24,2015,
77198,Wali,Jones,1942-02-14,Villanova,USA,74,180,9,1,0,0,0,1,1,1964,3,18,1964,1975
77199,Wallace,Jones,1926-07-14,Kentucky,USA,76,225,,0,1,0,0,1,1,1949,1,8,1949,1951
77201,Wil,Jones,1947-02-27,Albany State (GA),USA,80,205,24,0,1,0,0,1,1,1969,5,69,1976,1977
77202,Willie,Jones,1936-06-29,Northwestern,USA,75,185,5,1,0,0,0,1,1,1960,5,36,1960,1964
77203,Willie,Jones,1959-09-01,Vanderbilt,USA,80,190,22,0,1,0,0,1,1,1982,3,54,1982,1983
1642357,David,Jones Garcia,2001-11-24,Memphis,Dominican Republic,76,210,25,1,0,0,1,1,1,-1,-1,-1,2025,
203103,Perry,Jones III,1991-09-24,Baylor,USA,83,235,3,0,1,0,1,1,1,2012,1,28,2012,2014
1627884,Derrick,Jones Jr.,1997-02-15,UNLV,USA,78,210,5,0,1,0,1,1,1,-1,-1,-1,2016,
1817,Adonis,Jordan,1970-08-21,Kansas,USA,71,170,,1,0,0,0,1,1,1993,2,42,1993,1998
201599,DeAndre,Jordan,1988-07-21,Texas A&M,USA,83,265,9,0,0,1,0,1,1,2008,2,35,2008,
77205,Eddie,Jordan,1955-01-29,Rutgers,USA,73,170,15,1,0,0,0,1,1,1977,2,33,1977,1983
201185,Jared,Jordan,,,,,,,0,0,0,,,,,,,,
202366,Jerome,Jordan,1986-09-29,Tulsa,Jamaica,84,253,9,0,0,1,1,1,1,2010,2,44,2011,2014
893,Michael,Jordan,1963-02-17,North Carolina,USA,78,216,23,1,0,0,0,1,1,1984,1,3,1984,2002
674,Reggie,Jordan,1968-01-26,New Mexico State,USA,76,195,,1,0,0,0,1,1,-1,-1,-1,1993,1999
77208,Thomas,Jordan,1968-05-23,Oklahoma State,USA,82,220,55,0,1,0,0,1,1,-1,-1,-1,1992,1992
77209,Walter,Jordan,1956-02-19,Purdue,USA,79,198,40,0,1,0,0,1,1,1978,4,84,1980,1980
77210,Phil,Jordon,1933-09-12,Whitworth,USA,82,205,29,0,0,1,0,1,1,1956,,,1956,1962
77211,Johnny,Jorgensen,1921-12-28,DePaul,USA,74,185,16,1,0,0,0,1,1,-1,-1,-1,1947,1948
77212,Noble,Jorgensen,1925-05-18,Iowa,USA,81,228,6,0,0,1,0,1,1,-1,-1,-1,1946,1952
77213,Roger,Jorgensen,1920-09-02,Ohio State,USA,77,200,,0,0,1,0,1,1,-1,-1,-1,1946,1946
202709,Cory,Joseph,1991-08-20,Texas,Canada,74,200,10,1,0,0,1,1,1,2011,1,29,2011,2024
2123,Garth,Joseph,1973-08-08,St. Rose,USA,86,306,,0,0,1,0,1,1,-1,-1,-1,2000,2000
203126,Kris,Joseph,1988-12-17,Syracuse,Canada,79,210,24,0,1,0,1,1,1,2012,2,51,2012,2012
77214,Yvon,Joseph,1957-10-31,Georgia Tech,USA,83,245,40,0,1,0,0,1,1,1985,2,36,1985,1985
589,Kevin,Joss-rauze,,,,,,,0,0,0,,,,,,,,
1627888,Nikola,Jovanovic,,,,,,,0,0,0,,,,,,,,
1631107,Nikola,Jovic,2003-06-09,Mega Basket,Serbia,82,205,5,0,1,0,1,1,1,2022,1,27,2022,
27013,Mingxin,Ju,1900-01-01,,,,,,0,1,0,0,0,1,-1,-1,-1,2017,2017
1962937728,Mingxing,Ju,1900-01-01,,,,,,0,0,0,0,0,1,-1,-1,-1,2017,2017
64141,Mingxu,Ju,,,,,,,0,1,0,,,,,,,,
77215,Jeff,Judkins,1956-03-23,Utah,USA,78,185,22,1,0,0,0,1,1,1978,2,30,1978,1982
40079,Goran,Jurak,,,,,,,0,0,0,,,,,,,,
1641864,Keshawn,Justice,1999-10-22,Santa Clara,USA,,,,0,0,0,1,0,0,-1,-1,-1,,
1630548,Johnny,Juzang,2001-03-17,UCLA,USA,79,226,,1,0,0,1,1,1,-1,-1,-1,2022,
1629662,Mfiondu,Kabengele,1997-08-14,Florida State,Canada,82,250,28,0,0,1,1,1,1,2019,1,27,2019,2022
203509,Myck,Kabongo,,,,,,,0,0,0,,,,,,,,
77217,Edwin,Kachan,1925-09-15,DePaul,USA,74,175,,1,0,0,0,1,1,1948,,,1948,1948
203483,Kenny,Kadji,,,,,,,0,0,0,,,,,,,,
77218,George,Kaftan,1928-02-22,Holy Cross,USA,75,190,,0,1,0,0,1,1,1949,2,,1948,1952
562,Kakiouzis,Kakiouzis,,,,,,,0,0,0,,,,,,,,
77219,Ed,Kalafat,1932-10-13,Minnesota,USA,78,245,23,0,0,1,0,1,1,1954,1,9,1954,1956
1630686,Georgios,Kalaitzakis,1999-01-02,Panathinaikos,Greece,79,192,,0,1,0,1,1,1,2021,2,60,2021,2021
1641750,Ryan,Kalkbrenner,2002-01-17,Creighton,USA,85,256,11,0,0,1,0,1,1,2025,2,34,2025,
40083,Mantas,Kalnietis,,,,,,,0,0,0,,,,,,,,
2549,Chris,Kaman,1982-04-28,Central Michigan,USA,84,265,35,0,0,1,0,1,1,2003,1,6,2003,2015
1626163,Frank,Kaminsky,1993-04-04,Wisconsin,USA,84,240,33,0,1,1,1,1,1,2015,1,9,2015,2022
1629226,Ismaila,Kane,,,,,,,0,0,0,,,,,,,,
56058,Kristjan,Kangur,,,,,,,0,0,0,,,,,,,,
77221,Ralph,Kaplowitz,1919-05-18,New York University,USA,74,170,9,1,0,0,0,1,1,-1,-1,-1,1946,1947
2574,Jason,Kapono,1981-02-02,UCLA,USA,80,215,,0,1,0,0,1,1,2003,2,31,2003,2011
77222,Tony,Kappen,1919-04-13,Forest Hills HS (NY),USA,70,165,,1,0,0,0,1,1,-1,-1,-1,1946,1946
56009,Ilkan,Karaman,,,,,,,0,0,0,,,,,,,,
203508,Sergey,Karasev,1993-10-26,Zenit Saint Petersburg,Russia,79,208,10,1,1,0,1,1,1,2013,1,19,2013,2015
2077,Mark,Karcher,,,,,,,0,0,0,,,,,,,,
201207,Coby,Karl,1983-06-08,Boise State,USA,77,215,22,1,0,0,1,1,1,-1,-1,-1,2007,2009
77223,George,Karl,1951-05-12,North Carolina,USA,74,185,22,1,0,0,0,1,1,1973,4,66,1976,1977
77225,Ed,Kasid,1923-08-13,Minneapolis Vocational HS (MN),USA,71,185,,1,0,0,0,1,1,-1,-1,-1,1946,1946
563,Kasun,Kasun,,,,,,,0,0,0,,,,,,,,
2435,Mario,Kasun,1980-04-05,Skyliners Frankfurt,Croatia,85,260,41,0,0,1,0,1,1,2002,2,40,2004,2005
56060,Mario,Kasun,,,,,,,0,0,0,,,,,,,,
77226,Leo,Katkaveck,1923-04-17,North Carolina State,USA,72,185,,1,0,0,0,1,1,1948,,,1948,1949
77227,Bob,Kauffman,1946-07-13,Guilford,USA,80,240,44,0,1,0,0,1,1,1968,1,3,1968,1974
41536,Rimantas,Kaukenas,,,,,,,0,0,0,,,,,,,,
9003,Alexander,Kaun,,,,,,,0,0,0,,,,,,,,
201619,Sasha,Kaun,1985-05-08,Kansas,Russia,83,260,14,0,0,1,1,1,1,2008,2,56,2008,2015
42578,Sasha,Kaun,1900-01-01,,,,,,0,0,0,0,0,1,-1,-1,-1,2013,2013
77228,Wilbert,Kautz,1915-09-07,Loyola-Chicago,USA,71,180,,1,0,0,0,1,1,-1,-1,-1,1946,1946
42555,Antanas,Kavaliauskas,1900-01-01,,,,,,0,0,0,0,0,1,-1,-1,-1,2013,2013
1642530,Yuki,Kawamura,2001-05-02,Yokohama B-Corsairs (Japan),Japan,67,159,8,1,0,0,1,1,1,-1,-1,-1,2024,
64034,Nick,Kay,,,,,,,0,0,0,,,,,,,,
203529,Arsalan,Kazemi,,,,,,,0,0,0,,,,,,,,
77229,Clarence,Kea,1959-02-02,Lamar,USA,78,218,53,0,1,0,0,1,1,1980,8,169,1980,1981
77230,Michael,Kearns,1929-06-18,Princeton,USA,74,178,7,1,0,0,0,1,1,1951,5,48,1954,1954
77231,Tommy,Kearns,1936-10-06,North Carolina,USA,71,185,3,1,0,0,0,1,1,1958,4,29,1958,1958
41204,Dusan,Kecman,,,,,,,0,0,0,,,,,,,,
228,Adam,Keefe,1970-02-22,Stanford,USA,81,230,32,0,1,0,0,1,1,1992,1,10,1992,2000
77233,Harold,Keeling,1963-09-18,Santa Clara,USA,76,185,43,1,0,0,0,1,1,1985,3,63,1985,1985
1631211,Trevor,Keels,2003-08-26,Duke,USA,75,215,3,1,0,0,1,1,1,2022,2,42,2022,
202076,Thomas,Kelati,,,,,,,0,0,0,,,,,,,,
77234,Ken,Keller,1905-04-05,St. John's (NY),USA,,,,0,0,0,0,1,1,-1,-1,-1,1946,1946
1630283,Kylor,Kelley,1997-08-26,Oregon State,USA,84,215,,0,0,1,1,1,1,-1,-1,-1,2024,2024
77235,Rich,Kelley,1953-03-23,Stanford,USA,84,235,50,0,0,1,0,1,1,1975,1,7,1975,1985
201645,Tre,Kelley,,,,,,,0,0,0,,,,,,,,
77236,Clark,Kellogg,1961-07-02,Ohio State,USA,79,225,33,0,1,0,0,1,1,1982,1,8,1982,1986
77237,Gerard,Kelly,1918-06-14,Marshall,USA,74,172,,0,1,0,0,1,1,-1,-1,-1,1946,1947
1642939,Miles,Kelly,2003-01-26,Auburn,USA,76,190,,1,0,0,1,1,1,-1,-1,-1,2025,
203527,Ryan,Kelly,1991-04-09,Duke,USA,83,230,30,0,1,0,1,1,1,2013,2,48,2013,2016
77238,Tom,Kelly,1924-03-05,New York University,USA,72,170,6,1,0,0,0,1,1,1948,,,1948,1948
196294575,Dom,Kelman-Poto,,,,,,,0,0,0,,,,,,,,
77239,Greg,Kelser,1957-09-17,Michigan State,USA,79,190,11,0,1,0,0,1,1,1979,1,4,1979,1984
77240,Ben,Kelso,1949-04-11,Central Michigan,USA,75,195,5-30,1,0,0,0,1,1,1973,8,129,1973,1973
431,Shawn,Kemp,1969-11-26,Concord HS (IN),USA,82,280,40,0,1,0,0,1,1,1989,1,17,1989,2002
1118,Tim,Kempton,1964-01-25,Notre Dame,USA,82,245,,0,0,1,0,1,1,1986,6,124,1986,1997
1629186,Tiwian,Kendley,,,,,,,0,0,0,,,,,,,,
77242,Frank,Kendrick,1950-09-11,Purdue,USA,78,198,34,0,1,0,0,1,1,1974,3,47,1974,1974
1628379,Luke,Kennard,1996-06-24,Duke,USA,77,206,10,1,0,0,1,1,1,2017,1,12,2017,
202810,D.J.,Kennedy,1989-11-05,St. John's (NY),USA,77,214,12,1,1,0,1,1,1,-1,-1,-1,2011,2011
77243,Eugene,Kennedy,1949-08-23,TCU,USA,77,205,,0,1,0,0,1,1,1971,9,139,1976,1976
77244,Joe,Kennedy,1947-01-12,Duke,USA,78,210,34,0,1,0,0,1,1,1968,10,122,1968,1969
77245,William,Kennedy,1938-05-17,Temple,USA,71,180,34,1,0,0,0,1,1,1960,2,15,1960,1960
77246,Larry,Kenon,1952-12-13,Memphis,USA,81,205,9,0,1,0,0,1,1,1973,3,50,1976,1982
1643257,Jayson,Kent,2002-02-03,Texas,USA,80,215,,0,1,0,1,1,1,-1,-1,-1,2025,
77247,Bill,Kenville,1930-12-01,St. Bonaventure,USA,74,187,10,1,0,0,0,1,1,1953,,,1953,1959
27017,Matthew,Kenyon,1900-01-01,,,,,,0,0,0,0,0,1,-1,-1,-1,2017,2017
1801,Jonathan,Kerner,1974-06-06,East Carolina,USA,83,245,44,0,0,1,0,1,1,-1,-1,-1,1998,2002
77248,Johnny,Kerr,1932-08-17,Illinois,USA,81,230,43,0,0,1,0,1,1,1954,1,6,1954,1965
70,Steve,Kerr,1965-09-27,Arizona,USA,73,180,25,1,0,0,0,1,1,1988,2,50,1988,2002
77249,Jack,Kerris,1925-01-30,Loyola-Chicago,USA,78,215,,0,1,0,0,1,1,1949,1,9,1949,1952
760,Jerome,Kersey,1962-06-26,Longwood,USA,79,245,,0,1,0,0,1,1,1984,2,46,1984,2000
77251,Alec,Kessler,1967-01-13,Georgia,USA,83,230,33,0,1,0,0,1,1,1990,1,12,1990,1993
1631117,Walker,Kessler,2001-07-26,Auburn,USA,86,245,24,0,0,1,0,1,1,2022,1,22,2022,
1930,Lari,Ketner,1977-02-01,Massachusetts,USA,82,285,,0,1,0,0,1,1,1999,2,49,1999,2000
1630296,Braxton,Key,1997-02-14,Virginia,USA,80,225,12,0,1,0,1,1,1,-1,-1,-1,2021,2024
6663954,Viktor,Keyru,,,,,,,0,0,0,,,,,,,,
705,Randolph,Keys,1966-04-19,Southern Mississippi,USA,79,210,31,0,1,0,0,1,1,1988,1,22,1988,1995
202961,Julian,Khazzouh,,,,,,,0,0,0,,,,,,,,
42579,Victor,Khryapa,1900-01-01,,,,,,0,0,0,0,0,1,-1,-1,-1,2013,2013
2751,Viktor,Khryapa,1982-08-03,CSKA Moscow,Russia,81,218,,0,1,0,0,1,1,2004,1,22,2004,2008
27016,Daniel,Kickert,1900-01-01,,,,,,0,0,0,0,0,1,-1,-1,-1,2017,2017
64056,Daniel,Kickert,,,,,,,0,0,0,,,,,,,,
467,Jason,Kidd,1973-03-23,California,USA,76,210,5,1,0,0,0,1,1,1994,1,2,1994,2012
